model,image,predicted_caption,true_captions,bleu1,bleu4,rougeL
BLIP,000000057238.jpg,there is a refrigerator in the kitchen with a table and chairs,"['A white refrigerator freezer sitting inside of a kitchen.', 'A corner of a kitchen with a big fridge.', 'A kitchen has a plain white fridge in the corner. ', 'A refrigerator in the corner of a kitchen just off the dining room ', 'a room showing a very big fridge and a dining table']",0.75,0.3264971028628052,0.4
BLIP,000000018150.jpg,there is a man sitting on the floor with a child eating pizza,"['a man holding a piece of pizza in front of a kid ', 'A young man and a small boy are talking about a piece of pizza. ', 'A man with a receding hairline offers a slice of pizza to a toddler.', 'A man feeding pizza to a reluctant toddler.', 'A man offering a child a bite of a pizza slice.']",0.46153846153846156,0.07664268377057176,0.41666666666666663
BLIP,000000036936.jpg,there are two people sitting on a couch watching tv,"['Two people play video games while sitting on a couch.', 'A man and woman playing a wii game.', 'A man and woman sitting on a sofa watching tv.', 'A man and woman sitting on a couch playing a video game.', 'A couple sits on a couch while playing wii.']",0.7,0.32466791547509893,0.6
BLIP,000000038576.jpg,there is a computer monitor and keyboard on a desk,"[""A desktop computer with it's monitor sitting on it's side."", 'A computer, mouse and keyboard on a desk.', 'A mouse, keyboard, and a monitor on a desk.', 'A black and white photo of a desk with a keyboard and monitor.', 'A tall monitor is near a keyboard and a mouse.']",0.9,0.345720784641941,0.7777777777777777
BLIP,000000058029.jpg,"there is a bathroom with a sink, toilet, and shower","['a bathroom with a big mirror above the sink', 'A small clean bathroom that is well lit. ', 'the bathroom has a mirror and a tiled sink', 'Interior bathroom shot of a glass shower and white sink fixtures.', 'An undecorated bath room with shower, toilet and sink']",0.7,0.30213753973567675,0.5263157894736842
BLIP,000000056344.jpg,there are two computer screens on a desk with a keyboard and a mouse,"['Two computer monitors on a desk with a keyboard and mouse', 'Looking down at a desktop with two monitors, a key board, mouse and cell phones on it.', 'A view of a work desk complete with computers and camera.', 'a couple of monitors are on a desk', 'a desk with a keyboard, mouse and two monitors on it ']",0.7857142857142857,0.5031747626530138,0.8
BLIP,000000016958.jpg,there is a fireplace in a room with a chair and a table,"['A room with a fireplace and a wooden table.', 'a living room with a fireplace and a table and chair.', 'A living room with an old fireplace and desk.', 'View of two desks with chairs next to a fireplace in an old style living room.', 'a room with a fire place and a group of chairs ']",0.6923076923076923,0.3481134587746282,0.6363636363636364
BLIP,000000051598.jpg,there is a bathroom with a sink and a mirror in it,"['A black trash bag in a restroom next to a sink.', 'a garbage bag in a white lighted bathroom', 'The bathroom has a wall sink, medicine cabinet, toothbrush holder, and bare walls.', 'A door is open to a white bathroom that has a black garbage back on the floor.', 'The bathroom door is open with the light on.']",0.6666666666666666,0.03371152884335578,0.32
BLIP,000000032285.jpg,there is a toilet in a small bathroom with a shower curtain,"['A white toilet sitting next to a toilet paper roller.', 'A small bathroom with a closet off to the side', 'A bathroom has yellow walls, brown floors, and a closet in it.', 'A bathroom with brown tile and a bare pantry.', 'You can see into part of a bathroom with the linen closet on the outside.']",0.5833333333333334,0.3646285861936467,0.45454545454545453
BLIP,000000013659.jpg,there are people working on laptops in a workshop with many other people,"['A man sitting in front of a laptop computer in an office.', 'Adults working on projects and computers in office environment.', 'a table with two laptops and chairs ', 'Man works on laptop as three others work on a project.', 'A man typing on a laptop keyboard in a cluttered work environment.']",0.46153846153846156,0.06925448261712436,0.33333333333333337
BLIP,000000036844.jpg,there is a living room with a lot of furniture and a fan,"['A spacious living room with three windows and a wooden floor.', 'A living room filled with furniture and wood flooring.', 'A living room with wooden floors and white walls.', 'a black couch a green chair a red chair a mirror and a ceiling fan', 'A living room has some chairs and a ceiling fan.']",0.6923076923076923,0.2691109110344472,0.5454545454545455
BLIP,000000012576.jpg,pizzas and drinks on a table with a woman sitting at a table,"['A woman sitting at a table topped with pizza.', 'A close-up of a table with three boxes of pizza.', 'An elderly woman seated at a table holding three pizzas.', ""A grandmother looks at her family's pizza dinner"", 'Pizza and empty glasses on the dinner table.']",0.6923076923076923,0.46611377078281047,0.5454545454545455
BLIP,000000003934.jpg,there are people in the living room playing a video game,"['A young girl in the foreground and a woman in a bridal dress and other adults in the background. ', 'A young girl holding a controller playing a video game.', 'A young girl playing a video game while others talk.', 'A little girl holding a white Nintendo Wii game controller.', 'A blurry photo of a girl concentrating next to what seems like party goers.']",0.5454545454545454,0.2790159393585827,0.380952380952381
BLIP,000000029596.jpg,"there is a living room with a couch, table, and television","['A room with a couch, table set with dinnerware and a television. ', 'A comfortable hotel room featuring a big screen television.', 'a small room with living room and dining room stuff', 'A nicely decorated living room and dining area.', 'An entertainment room set up with a table for two for coffee']",0.6363636363636364,0.28997844147152074,0.6956521739130435
BLIP,000000026465.jpg,there is a laptop computer sitting on a table with a cell phone,"['A laptop computer sitting on a desk next to a smart phone.', 'The opened  laptop is sitting on the table along with other technological tools.', 'A computer sitting on top of a table.', 'A table with a laptop, phone and other devices sitting on it.', 'A laptop computer is sitting on a desk.']",0.8461538461538461,0.5923033072023249,0.64
BLIP,000000056127.jpg,there is a view of a kitchen with a sink and a stove,"['Fish eye angle view of small kitchen with fire extinguisher at far end.', 'A picture of a restaurant interior is taken through a fish-eye lens.', 'a long brown and white room with a kitchen', 'A room with a fire extinguisher, mugs hanging from a shelf and several lights. ', 'A room that has a fire extinguisher in it.']",0.6923076923076923,0.09637307271373467,0.3076923076923077
BLIP,000000018575.jpg,there is a plate of food with a burger and fries on it,"['A burger sitting on a table, with another next to it.', 'Plates that have a burger, french fries, and condiments on them.', 'Two plates, one with a sandwich and fries, the other with just a sandwich and a pickle.', 'A place setting, including a burger, fries, a glass and condiments..', 'a table top with some food on top of it ']",0.6923076923076923,0.07664268377057176,0.41666666666666663
BLIP,000000051738.jpg,there is a bed with a white comforter and a blue chair,"['A bed in a hotel is carrying sheets and pillows as it sit next to a lamp.', 'A king bead and chair with lamps in a hotel room.', 'A white bed in a bedroom next to a table on a lamp.', 'a hotel room with one bed and blue chair.', 'A hotel room with a bed and a chair and white walls.']",0.8333333333333334,0.10097373659634858,0.5
BLIP,000000017379.jpg,there is a television in the mirror in a public bathroom,"['a flat screen TV embedded in a restroom mirror.', 'a tv in a bathroom mirror next to sinks', 'A football game on TV reflects in a bathroom mirror.', 'A flat screen TV adorns a bathroom mirror.', 'A photo of a video game in the middle of a large mirror in a bathroom. ']",0.6363636363636364,0.15879290035049448,0.5185185185185185
BLIP,000000010363.jpg,there is a cat standing on the hood of a car,"['A gray cat standing on top of a black car.', 'A cat standing on the hood of a car.', 'Grey color cat standing on hood of car in garage', 'A gray cat on the hood of a black car', 'A cat sitting on the hood of a parked black car in a garage.']",0.8181818181818182,0.6989307622784944,0.9
BLIP,000000032901.jpg,three men standing next to each other in a room,"['four men are posing for a picture at an event', 'Four men are standing together behind a group of red chairs.', 'A group of older man standing next to each other.', 'Four gentleman posing for a picture at a cocktail party.', 'A group of four older men posing for a photo.']",0.6,0.2907153684841096,0.5
BLIP,000000050828.jpg,there is a bed with white sheets and pillows in a room,"['Two twin beds with no comforters on them.', 'A hotel room bed with white linens, and a white desk beside it.', 'A bedroom with two small beds right next to each other.', 'A bedroom with two beds placed next to one another with a desk to one side and a small window on the opposite side.', 'A white bed in a small hotel room']",0.6666666666666666,0.14968428936143183,0.5
BLIP,000000059920.jpg,there is a toilet and a sink in a small bathroom,"['a bathroom with a both a toilet and bidet', 'A bathroom with two toilets and a shower in it, with no space for any of them.', 'A bathroom with a toilet and a drain in it. ', 'A tiny bathroom area features a patterned wall, bidet and toilet. ', 'The toilet is across from a bidet in the small bathroom. ']",0.8181818181818182,0.28735393225859474,0.47619047619047616
BLIP,000000035279.jpg,arafed man laying on the floor with a laptop and a tennis racket,"['there is a tennis racket and a laptop on the floor', 'unable to see this image in this particular hit', 'A man laying his head down next to electronics, a butterfly, and a book. ', 'A man is laying by a racket, laptop, cell phone, and other objects. ', 'a man lies on the floor next to some gadgets']",0.8461538461538461,0.21903855110413298,0.38461538461538464
BLIP,000000024610.jpg,"there is a room with a couch, a table, and a laptop","['A disorderly living area is free from decorative elements.', 'A small living space with a couch, desk, chair, and bookcase.', 'There is a laptop computer in a room with a couch and a bookcase.', 'A simple room with minimal decor and furniture. ', 'A small room with a computer and bookcase. ']",0.9166666666666666,0.41488865152565224,0.6923076923076924
BLIP,000000017714.jpg,there is a plate of food on a table with a cup of tea,"['Food on a train with a pie and some vegetable', 'A banana frittata next to a plate of decoratively cut fruit and a cup of coffee.', 'a plate of fruit sitting next to another plate of food on a table ', 'Breakfast on a tray consisting of coffee, crepe, and artistically sliced fruit.', 'A table that has plates of food, cups, and silver ware on it.']",0.7857142857142857,0.521873921269267,0.5
BLIP,000000007574.jpg,"there is a kitchen with a sink, stove, and refrigerator","['A kitchen with a very messy counter space.', 'A kitchen that has black counters and wooden cabinets. ', 'A metallic refrigerator freezer sitting inside of a kitchen.', 'a kitchen filled with assorted items like a bottle of dish soap ', 'A kitchen with two sinks, a counter, detergent, a stove and a refrigerator in it.']",0.6,0.2907153684841096,0.56
BLIP,000000053505.jpg,there is a toilet and a sink in a small bathroom,"['A toilet sitting underneath a medicine cabinet in a bathroom.', 'A small bathroom with a toilet and medicine cabinet. ', 'A bathroom is shown with a stainless steel shelf, toilet and wall phone.', 'There are a variety of bottles and two towels over the toilet.', 'A toilet area features some shelving with silver accents and towels and a white toilet.']",0.9090909090909091,0.24551134695880536,0.5714285714285713
BLIP,000000047769.jpg,"there is a living room with a couch, chair, table and television","['a black table and stools sitting next to two windows with shutters', 'A small living room with furniture and two windows.', 'A small living room with seating and a television.', 'The small room has a couch, a television, and a table with two stools.', 'A small bar table and stools set up in the corner of a living room by windows']",0.6666666666666666,0.2022534349573476,0.5714285714285715
BLIP,000000052996.jpg,several people in a kitchen with a large pot and a large pan,"['A group of women in military outfits helping other women in a kitchen.', 'Two woman soldiers talking to other women in a kitchen', 'female soldiers helping out citizens in the kitchen', 'A group of people standing in a kitchen.', 'Some people are in a kitchen with a big pot on the stove.']",0.5384615384615384,0.31455601883230705,0.5384615384615384
BLIP,000000027982.jpg,there is a cat standing next to a toilet in a bathroom,"['A small bathroom with marble tiles and counter.', 'a toilet with the toilet seat left up and the sink next to it', 'The black and white photo shows a toilet and a bathroom sink.', 'a toilet a sink a counter a mirror and some toilet paper', 'Modern bathroom with stone sink area and tiled walls.']",0.5833333333333334,0.08595046958056685,0.3333333333333333
BLIP,000000000802.jpg,there is a white refrigerator and a white stove in a kitchen,"['A kitchen with a refrigerator, stove and oven with cabinets.', 'A white oven and a white refrigerator are in the kitchen.', 'The refrigerator is brand new and was delivered today.', 'Stark white appliances stand out against brown wooden cabinets.', 'Kitchen appliances and cabinets as seen through opening.']",0.8333333333333334,0.2138569700560446,0.6086956521739131
BLIP,000000023666.jpg,there is a toilet and a bathtub in a small bathroom,"['A toilet and bathtub in a dark room with abnormal plumbing.', 'a bath tub with a toilet beside it', 'The bathroom is clean and ready to be used. ', 'This is an old fashioned toilet with the tank high above', 'A very old bathroom has dusty toilet and clawfoot tub.']",0.7272727272727273,0.20980761695667022,0.5454545454545454
BLIP,000000006213.jpg,"there is a bathroom with a shower, sink, and bathtub","['A shower curtain sits open in an empty and clean bathroom. ', 'a bathroom view of a tub and sink wit mirrors ', 'Nice and neat clean bathroom with shower in the corner.', 'A bathroom has two sinks, a bathtub, and a shower.', 'The bathroom had a tub with two sinks and a separate shower.']",0.5,0.08516138411042476,0.4000000000000001
BLIP,000000037670.jpg,someone is holding a remote control in their hand over a toilet,"['A man holding holding a giant remote control.', 'A man stands next to a copier machine', 'Electronic wand displayed for modern type of toilet.', 'Someone demonstrating how a remote control toilet works.', 'Someone holding up a remote with six buttons.']",0.5833333333333334,0.144769886226851,0.5
BLIP,000000001993.jpg,purple bedroom with a bed and a desk in front of a window,"['A bedroom with a bed and small table near by.', 'View of an apartment room with a bed an table and a view out the window.', 'A simple modern bedroom sheets on the bed', 'A bed room that has a table, chairs, and bed in it.', 'A room with purple walls, carpet and bed comforter.']",0.6923076923076923,0.3541698766144061,0.4347826086956522
BLIP,000000005193.jpg,surfers pose for a picture with their surfboards in a crowded room,"['Man and boys holding two surfboards getting picture taken.', 'A group of people in room with surfboards.', 'Boys posing for a picture beside two surf boards. ', 'A group of people pose for a picture while a man holds two surfboards. ', 'a group of people who are posing for a picture']",0.75,0.2596535889340338,0.3846153846153846
BLIP,000000001353.jpg,there are two children riding on a small train in a room,"['some children are riding on a mini orange train', 'Several children are riding on a toy train ride.', 'The children are riding on an indoor train. ', 'Several children on a small  indoor kiddie train.', 'A group of children ride on an indoor train.']",0.5833333333333334,0.17216137873910564,0.5
BLIP,000000043581.jpg,pizza on a plate with a fork and knife on a table,"['A restaurant table with a plate of vegetable pizza and garnishment', 'A small ham and pineapple pizza on a plate next to a spicy pepper shaker.', 'A small pizza sitting on a blue table.', 'a pizza on a plate on a table ', 'A whole freshly made pizza in a restaurant.']",0.8333333333333334,0.35084396956386854,0.7000000000000001
BLIP,000000035682.jpg,there is a man sitting at a table with a tray of donuts,"['Eating a donut makes for a quick and easy breakfast.', 'a man sits at a table with a bunch of doughnuts ', 'A man sitting at a table that has plates with donuts on it.', 'A plate of donuts on a tray sitting on a table in a bakery.', 'A meal of donuts and a beverage is seen in front of a man at a restaurant.']",0.9230769230769231,0.6591844162499148,0.7500000000000001
BLIP,000000061333.jpg,there is a cat that is laying on a bed in a room,"['A orange and white cat sleeping on top of a blanket on a bed.', 'an image of a cat sitting on the bed with a blanket', 'The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.', 'A yellow cat is sitting on a green blanket.', 'Orange and white cat lying in front of bookcase.']",0.6153846153846154,0.074418784664358,0.4545454545454546
BLIP,000000049759.jpg,there are many people playing volleyball in a gym,"['a boy is preparing to serve a volley ball', 'A man serving a volley ball on a court.', 'Teams of children wearing blue and green uniforms playing volleyball inside an auditorium.', 'The boys are playing volleyball in the gym.', 'A gym full of men playing volleyball with each other.']",0.6666666666666666,0.1901696869733609,0.5882352941176471
BLIP,000000040471.jpg,there is a kitchen with a ceiling fan and a stove,"['An older picture of a large kitchen with white appliances.', 'An all white painted kitchen with a ceiling fan.', 'A painted white kitchen with a refrigerator and an automatic dish washer next to an oven stove.', 'Small white kitchen with a ceiling fan hanging down.', 'a white kitchen with a ceiling fan a stove and refrigerator']",0.8181818181818182,0.42969435238201475,0.7272727272727273
BLIP,000000027620.jpg,there is a desk with a laptop and a chair in the corner,"['A laptop sitting on a desk next to a chair and another computer.', 'The laptop was left open on the desk. ', 'a desk with a computer sitting on top of it ', 'a glass desk and chair with a laptop and keyboard', 'A desk that has a laptop computer on it.']",0.6923076923076923,0.39832871551569504,0.5217391304347826
BLIP,000000030213.jpg,"there is a kitchen with a table, sink, and a refrigerator","['A kitchen filled with a stove top oven and a refrigerator.', 'The picture shows the interior of a kitchen, with vintage refrigerator, stove, and other appliances.', 'Kitchen with many old appliances and many pots and pans.', 'The kitchen features an old fashioned center island.', 'A kitchen has an island, icebox, and sink in it.']",0.5454545454545454,0.09661156602817902,0.6363636363636364
BLIP,000000014038.jpg,"there is a room with a refrigerator, a table, and balloons","['A kitchen with hard wood floors and a yellow smiley face balloon.', 'a living room filled with some balloons and a bookshelf ', 'A room with a refrigerator has balloons in it.', 'A studio apartment with balloons marking clues to find.   ', 'A long room with balloons and arrows on the floor.']",0.5454545454545454,0.2596535889340338,0.6
BLIP,000000025986.jpg,there are many plates of food on the table ready to be eaten,"['A bunch of items that are on a counter.', 'a table with a bunch of plates of food on it', 'A bowl filled with salad and plates of food.', 'Salad, rolls and entrees are served on a stainless steel cafeteria counter. ', 'Food is on the counter including a glass of water, rice, vegetables, and more']",0.5384615384615384,0.2390108882452813,0.33333333333333337
BLIP,000000032334.jpg,smiling man and woman holding wine glasses in a restaurant,"['Two people are smiling holding empty wine glasses.', 'Man and woman doing a toast with a glass of wine.', 'A man and a woman toast their wine glasses.', 'Some friends pose for a picture while holding wine glasses.', 'Two people, a man and a woman, are toasting with wine glasses.']",0.7,0.17599531690857192,0.5263157894736842
BLIP,000000034417.jpg,araffes on a conveyor belt with donuts on it,"['People working behind glass in a doughnut making factory.', 'View through window of donut being made in kitchen assembly line.', 'A picture of a factory making doughnuts full of joy. ', 'an image of a conveyer belt with donuts', 'Donuts traveling down an assembly line in a factory while people work behind it.']",0.4444444444444444,0.15527289920984508,0.47058823529411764
BLIP,000000032817.jpg,there are two men working on a bathroom that is being remodeled,"['A man climbing on a toilet bowl in a closet', 'Two men stand over the green water spilled from a toilet.', 'Two men working on and repairing a toilet', 'a man with his foot on a toilet and a man holding something in his hand', 'Two men are doing work in a bathroom.']",0.5,0.2521193618434983,0.5
BLIP,000000045229.jpg,there is a kitchen with a window and a table in it,"['A kitchen filled with a wooden cabinet and a large window.', 'Picture of a kitchen with some plants and a window.', 'The top window in a kitchen is open.', 'An apartment room with a stove, spices, and bookcase.', 'A small kitchen area features a foggy glass window. ']",0.75,0.1656528966994878,0.5217391304347826
BLIP,000000003156.jpg,arafed man sitting on a toilet in a bathroom with a checkered floor,"['A young man bending next to a toilet.', 'A man is kneeling and holding on to a toilet.', 'A man attempting to lift up a toilet off the floor.', 'A man fixing a toilet in a black and white photo.', 'A man wears gloves as he installs a toilet.']",0.5384615384615384,0.2224246939793677,0.41666666666666663
BLIP,000000016598.jpg,arafed woman with blue hair taking a selfie in a mirror,"['A girl with blue hair is taking a self portrait. ', 'a girl with her cell phone tie and blue hair', 'a woman with blue hair holding her phone up', 'A woman with blue hair is taking a selfie.', 'A woman who dyed her hair blue wearing all blue. ']",0.6363636363636364,0.28997844147152074,0.7000000000000001
BLIP,000000037740.jpg,there is a desk with a computer and a chair in the corner,"['A wooden desk with a laptop computer sitting on it.', 'a computer monitor, keyboard and laptop on a desk', 'Not the biggest workspace in the world, but it works', 'a desk with a laptop a monitor and a chair', 'deck with lap top computer and desk top']",0.7692307692307693,0.3438931217657843,0.608695652173913
BLIP,000000056350.jpg,there is a picture of a man and a woman in a bathroom,"['A picture of people is on the floor near a urinal.', 'A painting of kids on the bathroom floor which is tile.', 'The people in the photo are all reaching your hands up high.', 'A virtual mirage of people on a wall reaching up.', 'A mural of people are on a yellow tile wall.']",0.5384615384615384,0.12027417503401377,0.33333333333333337
BLIP,000000059598.jpg,laptop computer sitting on a table with a banana and a cupcake,"['A table topped with a laptop computer next to a plate of food.', 'A table with a laptop a plate with a muffin and a banana, a can and a cellphone.', 'a laptop on top of a table with a plate with food next to it.', 'A soda, banana and muffin are set near a laptop.', 'TABLE WITH A PLATE OF FOOD A DRINK, CELL PHONE AND A COMPUTER']",0.7667036788577695,0.2916755292171272,0.4666666666666666
BLIP,000000031735.jpg,there is a blue couch in a living room with a red wall,"['A red living room filled with furniture and two windows.', 'A living room painted red with black couches and coffee tables', 'A living room with red walls and dark furniture, with light streaming in two windows.', 'A view of a room that has two windows and a blue couch.', 'A modern living room with very unique furniture.']",0.6923076923076923,0.2691109110344472,0.42857142857142855
BLIP,000000034760.jpg,"there is a bathroom with a sink, toilet, and shower","[""A small and near bathroom that's inside someone's house."", 'Cleaning products are on the counter of the bathroom.', 'a bathroom with a long counter that has cleaning products on it ', 'A bathroom with a shower, toilet, and sink.', 'A full view of a bathroom with sink and toilet in the back. ']",0.6,0.31239399369202553,0.6666666666666665
BLIP,000000026564.jpg,there is a computer desk with a keyboard and a monitor,"['An office desk with a row of books and a desktop computer and laptop computer on the desk.', 'A desktop computer next to a laptop computer.', 'a desk with a laptop some keyboards and some books', 'There is a desktop computer and a laptop sitting on an organize desk in an office .', 'A office desk with a monitor, laptop, and books. ']",0.7272727272727273,0.2218445450209283,0.5714285714285713
BLIP,000000017899.jpg,there is a woman that is cutting bread on a table,"['an old woman is in front of some food on a table', 'A person at a table in a room with some food.', 'Woman working with large assortment of baked goods at kitchen table.', 'A woman prepares bread and pastries on a table.', 'An older woman preparing cookies and bread at a table.']",0.6363636363636364,0.15879290035049448,0.6
BLIP,000000047121.jpg,there is a cat drinking water from a bathroom sink,"['A cat standing on the edge of a sink drink water.', 'A cat drinking from a sink faucet that was left running.', 'A black and white cat drinks water from a sink faucet.', 'A black cat drinking water out of a water faucet.', 'a cat drinking water from a sink bowl']",0.7,0.537284965911771,0.7777777777777777
BLIP,000000039477.jpg,there is a couch and a television in a small room,"['Someones living room with a sewing machine and plants. ', 'A cozy living room with small potted plants and a flat screen.', 'Room with sofa, sewing machine, and potted plants.', 'A beach towel covers a TV across from plants on the wall and in front of the window.', 'A small room with a futon couch, a sewing machine on a table, and a flatscreen TV.']",0.5810640921796215,0.14499391105057444,0.2857142857142857
BLIP,000000002685.jpg,people standing around a bar with bottles of wine on it,"['A group of people standing around each other.', 'A crowd of people stand near a man behind a bar with wine bottles on it.', 'Many people line up to taste some wine. ', 'a couple of people are standing in front of some wine bottles', 'The group of people is standing at a wine bar. ']",0.9090909090909091,0.2218445450209283,0.5925925925925926
BLIP,000000015254.jpg,there are four different containers of food in the same tray,"['These platters display healthy food choices of two entrees with a side  vegetable and fruit', 'A served tray filled with smaller plates of food', 'A lunch tray with multiple compartments filled with food.', 'Four plastic containers filled with food on a table.', 'A four compartment tray holding various food items.']",0.45454545454545453,0.06527078148671275,0.3
BLIP,000000007795.jpg,there are two beds in a hotel room with a window,"['A narrow hotel room with two made up beds.', 'a large modern hotel room with double beds', 'A couple of large beds in a small room.', 'A hotel room with two beds side by side  .', 'Two beds are in a hotel room type setting.']",0.8181818181818182,0.4832697830906221,0.6
BLIP,000000027186.jpg,blond girl in pink dress playing with wii remote in living room,"['A little girl playing with an interactive gaming unit.', 'The little girl is intently playing the video game.', 'a small girl plays a game of wii ', 'A little girl standing in front of a couch holding a remote.', 'A little, young girl playing the wii in the living room.']",0.5,0.0628392861239482,0.5217391304347826
BLIP,000000052413.jpg,someone is holding a pink cell phone with a picture of a girl on it,"['A child holding a pink toy cell phone with ""Princess Aurora"" inside it.', 'there is a adult that is holding a pink princess phone', 'Someone is holding a pick cellular flip phone. ', 'A person holding up a toy cell phone.', 'A photo of someone holding a fake pink cell phone.']",0.6666666666666666,0.3615855225145535,0.5
BLIP,000000044279.jpg,chefs in a commercial kitchen preparing food in a large kitchen,"['Two men work in the kitchen of a restaurant.', 'People are cooking on grills in a commercial kitchen.', 'Two men cooking in a stainless steel restaurant kitchen', 'Two men cooking and packaging food in a kitchen.', 'A man in a kitchen pouring something from a pot.']",0.5454545454545454,0.18169872619195113,0.39999999999999997
BLIP,000000046048.jpg,there is a young girl sitting on a bed reading a book,"['A little girl sitting on top of a bed next to a lamp.', 'A little girl sitting on a bed inside a room.', 'A girl is sitting on a bed with a game on it.', 'A girl sitting on a bed in a room', 'Playing board games while the iron heats up in the bedroom.']",0.6666666666666666,0.35655062085592504,0.6666666666666666
BLIP,000000000139.jpg,brightly colored living room with a television and a fireplace,"['A woman stands in the dining area at the table.', 'A room with chairs, a table, and a woman in it.', 'A woman standing in a kitchen by a window', 'A person standing at a table in a room.', 'A living area with a television and a table']",0.7,0.4518010018049224,0.631578947368421
BLIP,000000025603.jpg,there is a girl sitting at a table with a plate of pizza,"['A girl with some food and drink at a table.', 'A YOUNG GIRL EATING PIZZA DRESSED AS A EGYPTION', 'A girl sitting around a table in a restaurant eating a pizza.  ', 'A young girl eating pizza in a restaurant.', 'A girl in a Cleopatra outfit eating pizza at a table.']",0.6923076923076923,0.15230564599861995,0.5599999999999999
BLIP,000000041872.jpg,there is a bed and a chair in a room with a fireplace,"['A bedroom with built in television and open fireplace', 'a large bedroom with a fireplace and tv', 'A room with a bed, a clock, a lamp, a fireplace and a television.', 'A bedroom with  a large bed facing a fireplace that has a television over the top of it, in a shelf space.', 'a room with a fire place and television inside of it ']",0.7122777528017816,0.2963340370296249,0.4444444444444445
BLIP,000000016439.jpg,there is a laptop computer sitting on a desk with a lamp,"['A small desk with lamp, phone, and laptop on it.', 'A lap top computer is open and on and is sitting on a desk next to a glass of liquid and a lamp.', 'An open laptop computer sitting on a desk next to a lamp.', 'A computer sits at a hotel desk, and the lamp is on.', 'A laptop computer is open on a wooden desk.']",0.9166666666666666,0.5583948264724179,0.6666666666666666
BLIP,000000031620.jpg,bride and groom cutting their wedding cake in a tent,"['A bride and groom cutting their wedding cake.', 'A newlywed couple cutting a piece of wedding cake', 'a newly married couple cutting their wedding cake', 'A bride and groom about to cut into their cake', 'A woman in a white dress and a man in gray stand near a cake on a white table under a white canopy.']",0.9,0.7071067811865475,0.7777777777777777
